Melbourne Metropolitan Area,,,,,,,,,,,,,,,
Residential price statistics 1992 to 2022,,,,,,,,,,,,,,,
House Median,,,,,,Unit/Apartment Median,,,,,Vacant House Block Median,,,,
,,Houses,,,,Units/Apartments,,,,,Vacant House Blocks,,,,
Single Strata Unsp,2849,669224,549898,NA,,NA,99.08<,,,106.11<,NA,,NA,,
Storage Area Res,26,20412,15030,6.06,,1237.00,98.56<,,,154.79<,1237.00,,12.67,,
Strata Dwelling,2,558720,558720,NA,,NA,ND,,,ND,NA,,NA,,
Strata Unit/Flat Uns,792,709651,563999,NA,,NA,94.79<,,,94.00<,NA,,NA,,
Terrace House,1,700000,700000,5303.03,,132.00,35.53<,,,ND,132.00,,5303.03,,
Townhouse,100,1384870,1130000,NA,,NA,114.72<,,,83.70<,NA,,NA,,
Vac Res A,4,1788750,1387500,3068.18,,220.00,ND,,,283.89<,243.67,,9664.84,,
Vac Res Rural Lstyle,2,12500,12500,2.09,,5973.00,ND,,,ND,5973.00,,2.09,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Municipality totals  ,,,,,,,,,,,,,,,
Commercial Total,354,,,,,,Commercial Total Prices,,,,"$3,130,843,153 ",,,,
Community Services Total,2,,,,,,Community Services Total Prices,,,,"$44,550,000 ",,,,
Industrial Total,28,,,,,,Industrial Total Prices,,,,"$168,145,748 ",,,,
Residential Total,"4,557",,,,,,Residential Total Prices,,,,"$3,403,175,099 ",,,,
All Sales Total,"4,941 ",,,,,,All Sales Total,,,,,"$6,746,714,000 ",,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Melton City,,,,,,,,,,,,,,,
Residential price statistics 1992 to 2022,,,,,,,,,,,,,,,
House Median,,,,,,Unit/Apartment Median,,,,,Vacant House Block Median,,,,
,,Houses,,,,Units/Apartments,,,,,Vacant House Blocks,,,,
Year,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,
1992 ,462 ,"90,000 ",,"95,378 ",,41 ,"76,000 ",,"83,609 ",,464 ,"38,000 ",,"40,650 ",
1993 ,564 ,"88,000 ",,"97,057 ",,39 ,"72,000 ",,"99,416 ",,516 ,"48,975 ",,"50,448 ",
1994 ,571 ,"87,500 ",,"97,295 ",,41 ,"79,000 ",,"79,507 ",,571 ,"48,000 ",,"48,658 ",
1995 ,528 ,"86,000 ",,"93,536 ",,53 ,"68,000 ",,"74,872 ",,461 ,"46,700 ",,"48,746 ",
1996 ,574 ,"84,625 ",,"96,853 ",,50 ,"69,250 ",,"72,686 ",,430 ,"51,000 ",,"55,573 ",
1997 ,674 ,"88,000 ",,"101,581 ",,73 ,"70,000 ",,"69,714 ",,643 ,"51,000 ",,"53,326 ",
1998 ,753 ,"92,500 ",,"102,330 ",,64 ,"78,000 ",,"95,558 ",,984 ,"55,000 ",,"57,781 ",
1999 ,864 ,"117,250 ",,"127,249 ",,77 ,"80,000 ",,"91,277 ",,"1,913 ","59,500 ",,"63,138 ",
2000 ,"1,043 ","125,000 ",,"145,595 ",,82 ,"89,500 ",,"106,893 ",,"1,609 ","64,000 ",,"64,444 ",
2001 ,"1,468 ","141,000 ",,"159,788 ",,153 ,"92,000 ",,"105,489 ",,"2,904 ","72,000 ",,"75,673 ",
2002 ,"1,477 ","176,000 ",,"189,416 ",,176 ,"121,500 ",,"144,545 ",,"2,756 ","89,000 ",,"91,548 ",
2003 ,"1,574 ","210,000 ",,"220,313 ",,191 ,"183,000 ",,"185,002 ",,"3,025 ","112,000 ",,"111,514 ",
2004 ,"1,481 ","240,000 ",,"243,832 ",,255 ,"225,000 ",,"201,051 ",,"2,061 ","120,000 ",,"122,587 ",
2005 ,"1,611 ","250,000 ",,"250,869 ",,174 ,"190,000 ",,"198,717 ",,"1,833 ","123,000 ",,"124,973 ",
2006 ,"1,408 ","255,000 ",,"255,966 ",,165 ,"220,000 ",,"221,030 ",,"1,889 ","129,000 ",,"131,335 ",
2007 ,"2,183 ","263,000 ",,"270,421 ",,311 ,"215,000 ",,"224,431 ",,"2,841 ","129,000 ",,"130,060 ",
2008 ,"2,165 ","285,000 ",,"293,233 ",,364 ,"230,000 ",,"231,203 ",,"2,165 ","131,000 ",,"136,485 ",
2009 ,"2,404 ","305,000 ",,"315,048 ",,442 ,"249,000 ",,"260,901 ",,"2,380 ","125,000 ",,"145,984 ",
2010 ,"2,174 ","336,750 ",,"353,620 ",,379 ,"259,000 ",,"291,204 ",,"2,462 ","140,250 ",,"163,293 ",
2011 ,"1,773 ","355,000 ",,"368,331 ",,279 ,"270,000 ",,"280,354 ",,"1,352 ","185,000 ",,"201,590 ",
2012 ,"1,683 ","353,000 ",,"369,029 ",,307 ,"286,000 ",,"290,079 ",,"1,033 ","198,000 ",,"200,727 ",
2013 ,"1,813 ","360,000 ",,"378,482 ",,395 ,"265,000 ",,"273,400 ",,"1,410 ","186,000 ",,"194,831 ",
2014 ,"1,938 ","380,000 ",,"393,502 ",,400 ,"305,500 ",,"315,770 ",,"1,596 ","155,000 ",,"186,308 ",
2015 ,"2,268 ","385,000 ",,"410,564 ",,379 ,"275,000 ",,"298,562 ",,"2,132 ","185,000 ",,"196,417 ",
2016 ,"2,445 ","401,000 ",,"433,630 ",,382 ,"305,000 ",,"352,416 ",,"3,844 ","193,000 ",,"200,998 ",
2017 ,"2,834 ","453,000 ",,"490,820 ",,532 ,"359,500 ",,"370,215 ",,"5,313 ","227,100 ",,"233,451 ",
2018 ,"2,425 ","515,000 ",,"547,000 ",,290 ,"385,000 ",,"401,224 ",,"3,835 ","275,000 ",,"278,203 ",
2019 ,"2,197 ","510,000 ",,"531,816 ",,261 ,"350,000 ",,"370,302 ",,"2,299 ","272,000 ",,"275,614 ",
2020 ,"2,243 ","535,000 ",,"560,451 ",,209 ,"369,000 ",,"397,704 ",,"4,871 ","277,000 ",,"279,691 ",
2021 ,"3,411 ","590,000 ",,"620,712 ",,324 ,"400,500 ",,"415,432 ",,"4,008 ","293,000 ",,"293,459 ",
2022 ,636 ,"622,000 ",,"649,951 ",,54 ,"432,500 ",,"439,448 ",,145 ,"330,000 ",,"327,194 ",
Statistics for 2022 are based on a small number of sales and are preliminary only.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Melton City,,,,,,,,,,,,,,,
Analysis of property sales for 2021,,,,,,,,,,,,,,,
Land Use,"No of
Sales",Mean Sales Price  ($),Median Sales Price  ($),Median Price per  Unit Area,,"Median Block
size","Price-Indices
(base is 100)",,,,"Mean Block
 size",Mean Price per  Unit Area,,,
,,,,,,,2020,,,2016,,,,,
Commercial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
CafŽ,2,1552200,1552200,1560.52,,1496.00,ND,,,ND,1496.00,,1037.57,,
Dev Site,9,2067594,2054000,500.12,,4107.00,621.22<,,,92.94<,3699.00,,607.27,,
Health Clinic Unsp,1,810000,810000,1396.55,,580.00,122.73<,,,6.48<,580.00,,1396.55,,
Mixed Use Unspec,5,1452369,423300,1784.95,,284.50,100.21<,,,68.94<,301.00,,1546.38,,
Multi-Lvl Offic Unsp,3,423333,420000,75.00,,4000.00,ND,,,ND,4000.00,,105.83,,
National Co Ret Unsp,1,8400000,8400000,269.92,,31120.00,840.00<,,,ND,31120.00,,269.92,,
Office Premises Uns,1,626000,626000,103.97,,6021.00,74.52<,,,152.68<,6021.00,,103.97,,
Retail Mult Occ Unsp,2,27835000,27835000,2286.42,,24230.00,2222.36<,,,3852.60<,24230.00,,2286.42,,
Retail Sgle Occ Unsp,14,844589,831154,4600.00,,200.00,123.13<,,,130.27<,466.31,,1814.37,,
Shopping Centre Unsp,2,83750500,83750500,NA,,NA,ND,,,ND,NA,,NA,,
Community Services,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Day Care Centre,1,5460000,5460000,2221.32,,2458.00,182.21<,,,ND,2458.00,,2221.32,,
Vac Edu & Res Site,1,23100000,23100000,NA,,NA,ND,,,ND,NA,,NA,,
Industrial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Factory Unit,1,320000,320000,NA,,NA,ND,,,ND,NA,,NA,,
Factory Unsp,49,1004163,600000,1307.86,,418.00,107.62<,,,133.33<,1155.77,,895.07,,
Ind Dev Site,21,5967907,3685000,715.23,,6094.00,881.67<,,,415.09<,24811.00,,240.53,,
Warehouse,2,408000,408000,49.25,,8285.00,141.67<,,,ND,8285.00,,49.25,,
Warehouse Store,1,264000,264000,3105.88,,85.00,124.82<,,,129.03<,85.00,,3105.88,,
Warehouse Unspec,46,2076407,611750,1285.72,,335.00,111.23<,,,115.86<,2739.11,,843.96,,
Infrastruc&Utilities,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Major Water Conduits,1,2156000,2156000,21.56,,100000.00,ND,,,ND,100000.00,,21.56,,
Primary Production,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Livestock Ð Sheep,1,2000000,2000000,5.43,,368000.00,ND,,,ND,368000.00,,5.43,,
MixedFarm + infrast,2,32250000,32250000,101.79,,361200.00,248.08<,,,ND,361200.00,,89.29,,
MixedFarm no infrast,2,78595000,78595000,65.16,,837800.00,321.85<,,,1091.60<,837800.00,,93.81,,
MixedFarm&GrazUnsp,2,710000,710000,1.24,,546923.50,6.68<,,,22.54<,546923.50,,1.30,,
Native Hardwood,1,1812500,1812500,8.22,,220500.00,ND,,,ND,220500.00,,8.22,,
Residential,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Cabin/Accommodation,1,2920000,2920000,835.00,,3497.00,ND,,,ND,3497.00,,835.00,,
Cojoin Strata Unsp,3,407266,403800,NA,,NA,ND,,,106.26<,NA,,NA,,
Detached Home (New),1,650000,650000,631.07,,1030.00,120.37<,,,179.56<,1030.00,,631.07,,
Detached Home Unsp,3388,620858,590000,1022.54,,513.50,110.28<,,,114.06<,538.54,,1154.00,,
Detached Home(exist),4,985000,860000,356.67,,2500.00,121.30<,,,126.84<,2750.00,,358.18,,
MisImpRuralLand Unsp,5,12233250,6671250,55.59,,120000.00,162.71<,,,277.97<,118612.00,,103.14,,
Res Dev Site,93,309935,313400,815.34,,359.00,99.11<,,,115.43<,431.72,,726.83,,
Res Land (WithBuild),1,950000,950000,633.33,,1500.00,142.54<,,,ND,1500.00,,633.33,,
Res/Rural Lstyle,53,1661355,1200000,216.67,,6000.00,89.72<,,,63.16<,25144.55,,66.07,,
ResLandWithImprovemt,1,511800,511800,355.42,,1440.00,ND,,,ND,1440.00,,355.42,,
Retire Village Unit,5,56108,56108,NA,,NA,ND,,,ND,NA,,NA,,
Semi-detached Unspec,18,510727,532500,2193.47,,199.00,120.06<,,,112.44<,320.82,,1606.73,,
Single Strata Unsp,276,421957,408750,1948.28,,290.00,111.99<,,,109.15<,290.00,,1948.28,,
Strata Unit/Flat Uns,38,416750,395000,NA,,NA,97.17<,,,101.28<,NA,,NA,,
Sub Div (EnGlobo),1,7727500,7727500,274.02,,28200.00,118.88<,,,59.44<,28200.00,,274.02,,
Townhouse,1,446000,446000,NA,,NA,ND,,,133.33<,NA,,NA,,
Vac Res A,4004,292385,293000,809.02,,374.50,105.78<,,,106.55<,369.96,,793.27,,
Vac Res B,4,1368250,1391500,667.90,,2754.00,126.50<,,,198.79<,2720.75,,502.89,,
Vac Res Englobo Oth,5,15589500,13255000,230.00,,110000.00,184.63<,,,192.80<,111978.60,,139.22,,
Vac Res Rural Lstyle,8,3356375,2000000,272.54,,11380.00,163.27<,,,238.10<,37116.50,,90.43,,
Villa Unit,1,355000,355000,NA,,NA,100.00<,,,ND,NA,,NA,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Municipality totals  ,,,,,,,,,,,,,,,
Commercial Total,40,,,,,,Commercial Total Prices,,,,"$275,075,850 ",,,,
Community Services Total,2,,,,,,Community Services Total Prices,,,,"$28,560,000 ",,,,
Industrial Total,120,,,,,,Industrial Total Prices,,,,"$271,444,810 ",,,,
Infrastruc&Utilities Total,1,,,,,,Infrastruc&Utilities Total Prices,,,,"$2,156,000 ",,,,
Primary Production Total,8,,,,,,Primary Production Total Prices,,,,"$226,922,500 ",,,,
Residential Total,"7,911",,,,,,Residential Total Prices,,,,"$3,722,986,044 ",,,,
All Sales Total,"8,082 ",,,,,,All Sales Total,,,,,"$4,527,145,204 ",,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mildura Rural City,,,,,,,,,,,,,,,
Residential price statistics 1992 to 2022,,,,,,,,,,,,,,,
House Median,,,,,,Unit/Apartment Median,,,,,Vacant House Block Median,,,,
,,Houses,,,,Units/Apartments,,,,,Vacant House Blocks,,,,
Year,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,
1992 ,611 ,"80,000 ",,"84,048 ",,122 ,"69,500 ",,"74,191 ",,248 ,"29,000 ",,"31,506 ",
1993 ,650 ,"80,000 ",,"86,045 ",,159 ,"70,500 ",,"68,407 ",,308 ,"30,900 ",,"31,916 ",
1994 ,715 ,"88,500 ",,"92,611 ",,191 ,"70,000 ",,"71,893 ",,267 ,"30,780 ",,"34,969 ",
1995 ,626 ,"85,250 ",,"90,668 ",,138 ,"75,000 ",,"77,656 ",,174 ,"30,750 ",,"34,993 ",
1996 ,686 ,"84,250 ",,"90,204 ",,122 ,"75,000 ",,"81,308 ",,158 ,"30,000 ",,"40,826 ",
1997 ,784 ,"89,250 ",,"96,234 ",,192 ,"69,500 ",,"69,471 ",,207 ,"32,600 ",,"40,505 ",
1998 ,719 ,"95,000 ",,"103,314 ",,155 ,"70,000 ",,"76,771 ",,255 ,"35,750 ",,"47,599 ",
1999 ,729 ,"105,000 ",,"114,700 ",,169 ,"82,000 ",,"89,085 ",,273 ,"38,000 ",,"41,660 ",
2000 ,836 ,"111,000 ",,"118,737 ",,201 ,"89,000 ",,"94,891 ",,245 ,"44,000 ",,"47,166 ",
2001 ,936 ,"130,000 ",,"133,968 ",,192 ,"102,750 ",,"116,342 ",,445 ,"48,500 ",,"51,999 ",
2002 ,900 ,"146,000 ",,"156,985 ",,202 ,"115,500 ",,"119,571 ",,338 ,"56,000 ",,"57,710 ",
2003 ,965 ,"163,000 ",,"167,936 ",,189 ,"140,000 ",,"136,463 ",,390 ,"60,000 ",,"67,971 ",
2004 ,995 ,"178,000 ",,"186,297 ",,216 ,"140,000 ",,"142,194 ",,354 ,"63,000 ",,"66,696 ",
2005 ,"1,006 ","185,000 ",,"200,844 ",,206 ,"143,000 ",,"148,259 ",,365 ,"75,000 ",,"77,552 ",
2006 ,869 ,"190,000 ",,"202,941 ",,194 ,"150,000 ",,"153,371 ",,329 ,"81,000 ",,"86,279 ",
2007 ,892 ,"200,000 ",,"213,656 ",,221 ,"160,000 ",,"160,904 ",,257 ,"78,500 ",,"83,549 ",
2008 ,792 ,"192,000 ",,"205,995 ",,201 ,"155,000 ",,"164,119 ",,167 ,"79,530 ",,"81,310 ",
2009 ,910 ,"195,000 ",,"205,726 ",,185 ,"152,500 ",,"158,831 ",,366 ,"74,900 ",,"83,763 ",
2010 ,766 ,"210,000 ",,"217,254 ",,129 ,"165,000 ",,"177,433 ",,188 ,"81,500 ",,"96,732 ",
2011 ,709 ,"213,000 ",,"222,792 ",,103 ,"150,000 ",,"164,815 ",,288 ,"80,000 ",,"87,133 ",
2012 ,730 ,"210,000 ",,"217,645 ",,169 ,"145,000 ",,"164,509 ",,198 ,"83,000 ",,"88,055 ",
2013 ,869 ,"218,600 ",,"230,942 ",,225 ,"148,000 ",,"162,513 ",,209 ,"87,000 ",,"92,132 ",
2014 ,930 ,"225,000 ",,"239,515 ",,212 ,"162,125 ",,"179,598 ",,181 ,"87,000 ",,"92,448 ",
2015 ,968 ,"242,025 ",,"253,534 ",,196 ,"161,500 ",,"187,934 ",,213 ,"95,000 ",,"104,274 ",
2016 ,992 ,"245,000 ",,"256,520 ",,182 ,"178,250 ",,"192,570 ",,230 ,"96,000 ",,"111,394 ",
2017 ,923 ,"250,000 ",,"270,363 ",,195 ,"187,500 ",,"193,063 ",,239 ,"108,000 ",,"118,320 ",
2018 ,938 ,"270,000 ",,"283,951 ",,153 ,"211,500 ",,"224,926 ",,244 ,"129,000 ",,"129,781 ",
2019 ,895 ,"292,000 ",,"307,548 ",,146 ,"203,500 ",,"208,959 ",,254 ,"132,000 ",,"134,772 ",
2020 ,935 ,"311,000 ",,"327,338 ",,144 ,"216,000 ",,"235,432 ",,389 ,"135,000 ",,"137,818 ",
2021 ,"1,106 ","360,545 ",,"384,538 ",,224 ,"245,250 ",,"272,035 ",,236 ,"145,000 ",,"167,013 ",
2022 ,216 ,"415,000 ",,"419,191 ",,34 ,"298,000 ",,"315,757 ",,25 ,"159,000 ",,"177,780 ",
Statistics for 2022 are based on a small number of sales and are preliminary only.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mildura Rural City,,,,,,,,,,,,,,,
Analysis of property sales for 2021,,,,,,,,,,,,,,,
Land Use,"No of
Sales",Mean Sales Price  ($),Median Sales Price  ($),Median Price per  Unit Area,,"Median Block
size","Price-Indices
(base is 100)",,,,"Mean Block
 size",Mean Price per  Unit Area,,,
,,,,,,,2020,,,2016,,,,,
Commercial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Amusement Parks etc.,1,1127500,1127500,288.29,,3911.00,ND,,,ND,3911.00,,288.29,,
Bank,1,86000,86000,304.96,,282.00,ND,,,ND,282.00,,304.96,,
Bed and Breakfast,1,330000,330000,769.23,,429.00,ND,,,111.86<,429.00,,769.23,,
Dev Site,9,302151,121227,17.51,,5711.00,45.75<,,,60.61<,9837.33,,30.71,,
Fuel Outlet/Garage,1,750000,750000,450.45,,1665.00,750.00<,,,125.00<,1665.00,,450.45,,
Guest/BackPack Unsp,4,597869,681000,1621.34,,475.00,ND,,,ND,526.50,,1135.55,,
Health Clinic Unsp,2,3195000,3195000,1608.91,,202.00,ND,,,710.00<,202.00,,1608.91,,
Health Surgery,1,575000,575000,669.38,,859.00,117.35<,,,219.49<,859.00,,669.38,,
Hotel/Motel Unsp,4,762450,562400,752.49,,1622.50,ND,,,29.80<,1591.75,,479.00,,
Mixed Use Office,2,77500,77500,317.31,,689.50,ND,,,ND,689.50,,112.40,,
Mixed Use Unspec,2,1655000,1655000,4421.05,,475.00,132.40<,,,601.82<,475.00,,4421.05,,
Office Cvrt Dwelling,1,225000,225000,473.68,,475.00,ND,,,ND,475.00,,473.68,,
Office Premises Uns,7,2531540,590000,968.42,,475.00,77.63<,,,113.46<,746.14,,3392.84,,
Pub/Tavern/Club Unsp,1,700000,700000,207.53,,3373.00,247.79<,,,33.33<,3373.00,,207.53,,
Restaurant,1,550000,550000,1157.89,,475.00,ND,,,ND,475.00,,1157.89,,
Retail Mult Occ Unsp,4,362500,325000,205.93,,1214.00,130.00<,,,118.18<,4264.00,,98.11,,
Retail Sgle Occ Unsp,26,625358,372500,685.79,,401.00,159.70<,,,149.00<,688.00,,633.78,,
Shop & Dwelling,1,230000,230000,262.56,,876.00,ND,,,ND,876.00,,262.56,,
Shop Cnt SubRegional,1,81100000,81100000,1158.57,,70000.00,ND,,,ND,70000.00,,1158.57,,
Tourist Park/Caravan,3,975000,825000,30.56,,27000.00,ND,,,ND,28436.67,,34.29,,
Community Services,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Halls&Service Rooms,1,160000,160000,300.75,,532.00,108.47<,,,ND,532.00,,300.75,,
Place of Worship,3,39333,35000,2.40,,1251.00,ND,,,20.35<,1245.67,,31.58,,
Industrial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Factory Unsp,13,636896,465000,709.09,,1100.00,172.22<,,,108.14<,2371.92,,268.51,,
Hard/Storage Yard,2,1390000,1390000,116.23,,14177.00,ND,,,ND,14177.00,,98.05,,
Ind Dev Site,14,287238,152240,35.45,,20124.50,34.60<,,,72.50<,65430.79,,4.39,,
Storage Depot,1,1050000,1050000,133.69,,7854.00,2100.00<,,,ND,7854.00,,133.69,,
Warehouse Unspec,18,1192550,800000,380.79,,3886.00,188.24<,,,127.03<,8926.88,,137.50,,
Warehouse/Office,3,1733333,1250000,632.41,,1265.00,283.45<,,,32.91<,1336.67,,1296.76,,
Warehouse/Showroom,1,2575000,2575000,NA,,NA,ND,,,ND,NA,,NA,,
Infrastruc&Utilities,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Port Dock/Berth,8,57125,57000,288.56,,201.00,38.64<,,,ND,252.60,,220.90,,
Ramps and Jetties,1,55000,55000,NA,,NA,ND,,,ND,NA,,NA,,
UnspÐTranspStorUtil,1,11300,11300,13.95,,810.00,ND,,,ND,810.00,,13.95,,
Primary Production,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
GenCrop >20ha Unspec,45,756848,688786,0.07,,3040000.00,72.05<,,,134.50<,4027325.67,,0.19,,
Horse Unspecified,1,580000,580000,14.34,,40460.00,ND,,,181.25<,40460.00,,14.34,,
MarketGardenVeg <20h,2,510000,510000,40005.09,,38301.50,ND,,,ND,38301.50,,13.32,,
MixedFarm&GrazUnsp,5,476427,490000,1.97,,203300.00,44.83<,,,74.10<,1398422.00,,0.34,,
Orchard Plantations,9,1003930,460000,3.50,,84300.00,106.98<,,,65.43<,165648.89,,6.06,,
Plant/Tree Nursery,1,290000,290000,4.94,,58680.00,ND,,,161.11<,58680.00,,4.94,,
Vineyard,44,901576,640000,2.73,,80695.00,160.00<,,,213.33<,293548.11,,3.07,,
Residential,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Cojoin Strata Unsp,3,188150,182850,NA,,NA,ND,,,ND,NA,,NA,,
Detached Home (Ind),1,280000,280000,333.73,,839.00,ND,,,ND,839.00,,333.73,,
Detached Home Unsp,1016,381072,360000,363.90,,698.00,116.82<,,,133.33<,808.96,,469.93,,
Detached Home(Comm),2,571000,571000,651.95,,885.00,ND,,,ND,885.00,,645.20,,
Detached Home(exist),87,430341,410000,184.40,,2115.00,117.12<,,,151.85<,2194.32,,196.12,,
Half Pair or Duplex,2,170000,170000,425.27,,452.50,ND,,,ND,452.50,,375.69,,
MisImpRuralLand Unsp,6,256666,252500,67.67,,4121.00,190.57<,,,ND,6640.17,,38.65,,
Res Dev Site,3,264333,169000,120.06,,708.00,ND,,,28.17<,1261.33,,209.57,,
Res Investment Flat,2,695000,695000,NA,,NA,217.02<,,,144.65<,NA,,NA,,
Res Land (WithBuild),6,283333,290000,313.89,,873.00,175.76<,,,1450.00<,9243.50,,30.65,,
Res/Rural Lstyle,121,554514,500000,50.50,,10000.00,122.85<,,,137.46<,24994.56,,22.19,,
ResLandWithImprovemt,1,165000,165000,204.46,,807.00,45.05<,,,ND,807.00,,204.46,,
Semi-detached Unspec,1,350000,350000,1464.44,,239.00,61.76<,,,112.90<,239.00,,1464.44,,
Short Term Hol Accom,1,305000,305000,NA,,NA,19.06<,,,ND,NA,,NA,,
Single Strata Unsp,161,252102,233333,NA,,NA,113.82<,,,118.14<,NA,,NA,,
Storage Area Res,1,725000,725000,65.56,,11059.00,ND,,,ND,11059.00,,65.56,,
Strata Unit/Flat Uns,57,319756,316000,NA,,NA,140.44<,,,134.75<,NA,,NA,,
Vac Res A,219,167535,145000,138.46,,650.00,109.85<,,,120.83<,686.42,,258.31,,
Vac Res B,17,160294,183000,97.56,,2050.00,89.27<,,,109.25<,2335.59,,68.63,,
Vac Res Rural Lstyle,33,235171,185000,22.78,,9671.50,105.71<,,,92.50<,16748.34,,14.12,,
Villa Unit,1,167000,167000,NA,,NA,ND,,,ND,NA,,NA,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Municipality totals  ,,,,,,,,,,,,,,,
Commercial Total,73,,,,,,Commercial Total Prices,,,,"$142,044,234 ",,,,
Community Services Total,4,,,,,,Community Services Total Prices,,,,"$278,000 ",,,,
Industrial Total,52,,,,,,Industrial Total Prices,,,,"$45,371,884 ",,,,
Infrastruc&Utilities Total,10,,,,,,Infrastruc&Utilities Total Prices,,,,"$523,300 ",,,,
Primary Production Total,107,,,,,,Primary Production Total Prices,,,,"$87,035,034 ",,,,
Residential Total,"1,741",,,,,,Residential Total Prices,,,,"$607,157,964 ",,,,
All Sales Total,"1,987 ",,,,,,All Sales Total,,,,,"$882,410,416 ",,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mitchell Shire,,,,,,,,,,,,,,,
Residential price statistics 1992 to 2022,,,,,,,,,,,,,,,
House Median,,,,,,Unit/Apartment Median,,,,,Vacant House Block Median,,,,
,,Houses,,,,Units/Apartments,,,,,Vacant House Blocks,,,,
Year,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,
1992 ,189 ,"85,000 ",,"87,423 ",,28 ,"80,000 ",,"84,432 ",,105 ,"30,000 ",,"37,618 ",
1993 ,227 ,"85,000 ",,"91,504 ",,24 ,"72,000 ",,"70,500 ",,129 ,"28,000 ",,"32,913 ",
1994 ,282 ,"81,000 ",,"84,201 ",,25 ,"80,000 ",,"87,170 ",,114 ,"32,000 ",,"36,507 ",
1995 ,284 ,"72,500 ",,"79,645 ",,16 ,"66,000 ",,"77,343 ",,122 ,"32,000 ",,"39,456 ",
1996 ,284 ,"78,000 ",,"84,571 ",,12 ,"77,250 ",,"82,125 ",,69 ,"32,000 ",,"51,048 ",
1997 ,302 ,"84,500 ",,"94,882 ",,31 ,"82,000 ",,"83,564 ",,93 ,"27,000 ",,"40,510 ",
1998 ,351 ,"85,000 ",,"92,541 ",,26 ,"69,000 ",,"99,346 ",,145 ,"35,000 ",,"41,649 ",
1999 ,387 ,"94,250 ",,"102,040 ",,30 ,"80,000 ",,"86,183 ",,236 ,"43,000 ",,"48,732 ",
2000 ,413 ,"108,000 ",,"108,781 ",,44 ,"78,500 ",,"89,100 ",,172 ,"50,375 ",,"53,823 ",
2001 ,476 ,"120,500 ",,"124,898 ",,99 ,"65,806 ",,"87,054 ",,375 ,"55,500 ",,"58,491 ",
2002 ,424 ,"145,000 ",,"151,153 ",,50 ,"118,000 ",,"134,205 ",,424 ,"62,400 ",,"66,203 ",
2003 ,434 ,"175,000 ",,"179,460 ",,66 ,"174,000 ",,"165,484 ",,454 ,"80,000 ",,"84,794 ",
2004 ,435 ,"192,000 ",,"196,136 ",,53 ,"178,000 ",,"158,771 ",,292 ,"93,250 ",,"97,805 ",
2005 ,400 ,"212,500 ",,"213,474 ",,47 ,"197,000 ",,"200,648 ",,166 ,"105,501 ",,"105,774 ",
2006 ,393 ,"230,000 ",,"233,138 ",,53 ,"190,000 ",,"183,991 ",,182 ,"105,625 ",,"111,471 ",
2007 ,503 ,"230,000 ",,"236,962 ",,56 ,"211,000 ",,"416,883 ",,216 ,"109,000 ",,"110,938 ",
2008 ,390 ,"240,000 ",,"238,560 ",,64 ,"212,000 ",,"206,901 ",,263 ,"98,000 ",,"103,857 ",
2009 ,450 ,"252,000 ",,"252,809 ",,74 ,"234,500 ",,"206,189 ",,663 ,"118,000 ",,"117,855 ",
2010 ,434 ,"289,250 ",,"293,489 ",,82 ,"249,000 ",,"231,544 ",,718 ,"135,000 ",,"137,719 ",
2011 ,422 ,"295,000 ",,"297,729 ",,71 ,"250,000 ",,"245,059 ",,467 ,"145,000 ",,"145,374 ",
2012 ,397 ,"300,000 ",,"303,484 ",,71 ,"250,000 ",,"238,156 ",,392 ,"144,000 ",,"144,125 ",
2013 ,435 ,"308,000 ",,"311,318 ",,69 ,"252,000 ",,"239,898 ",,331 ,"149,000 ",,"149,136 ",
